"treated_id","control_id"
"CA3654012136120050613_A","CA3732211861819980829_C1"
"CA3654012136120050613_A","CA3511611978620100515_C1"
"CA3654012136120050613_A","CA3619712028419960512_C1"
"CA3654012136120050613_A","CA3791711895020010812_C1"
"CA3654012136120050613_A","CA3615912025120061025_C1"
"CA3654012136120050613_A","CA3511212049519881014_C1"
"CA3654012136120050613_A","CA3586112056119850717_C1"
"CA3654012136120050613_A","CA4139712116519870831_C1"
"CA3655011744919840630_A","CA3518011847820030721_C1"
"CA3655011744919840630_A","CA3698911976620080610_C1"
"CA3655011744919840630_A","CA4192312065019840813_C1"
"CA3655011744919840630_A","CA4006312162120080620_C1"
"CA3655011744919840630_A","CA4120212362120091007_C1"
"CA3655011744919840630_A","CA4075512062319940918_C1"
"CA3655011744919840630_A","CA3491911980619960703_C1"
"CA3655011744919840630_A","CA3700411949520160730_C1"
"CA3655011744919840630_A","CA3604211878120070706_C1"
"CA3655011744919840630_A","CA3981512008819990906_C1"
"CA3655011744919840630_A","CA3976912001319850708_C1"
"CA3655011744919840630_A","CA3274911631019920719_C1"
"CA3655011744919840630_A","CA3504112034719870505_C1"
"CA3655011744919840630_A","CA3937612069620080621_C1"
"CA3655011744919840630_A","CA3979312286719900809_C1"
"CA3655011744919840630_A","CA3636912148720020716_C1"
"CA3655011744919840630_A","CA3598411885320070603_C1"
"CA3655011744919840630_A","CA3963512032120050824_C1"
"CA3655011744919840630_A","CA3365811690720100717_C1"
"CA3655011744919840630_A","CA3281011635519890621_C1"
"CA3655211908319901008_A","CA3985012024819960725_C1"
"CA3655211908319901008_A","CA3715011941919920813_C1"
"CA3655211908319901008_A","CA4038712317320150730_C1"
"CA3655211908319901008_A","CA4028412415619900808_C1"
"CA3655211908319901008_A","CA3787811915920150815_C1"
"CA3655211908319901008_A","CA3621211899819880622_C1"
"CA3655211908319901008_A","CA3381411748319980831_C1"
"CA3655211908319901008_A","CA3954212303919870831_C1"
"CA3655211908319901008_A","CA3605012069320060722_C1"
"CA3655211908319901008_A","CA3600012102719870707_C1"
"CA3655211908319901008_A","CA3607412018819840329_C1"
"CA3655211908319901008_A","CA3698511863819880721_C1"
"CA3655211908319901008_A","CA3944512141720130816_C1"
"CA3655211908319901008_A","CA3856111972120100725_C1"
"CA3655211908319901008_A","CA3413411831120070508_C1"
"CA3655211908319901008_A","CA3644111867320021010_C1"
"CA3655211908319901008_A","CA4059212068919850708_C1"
"CA3655211908319901008_A","CA4179312283119870830_C1"
"CA3655211908319901008_A","CA3592211936519930614_C1"
"CA3655211908319901008_A","CA3360811688220040717_C1"
"CA3656511897419960901_A","CA3780411863020060914_C1"
"CA3656511897419960901_A","CA3692411971419970519_C1"
"CA3656511897419960901_A","CA3959712149920040811_C1"
"CA3656511897419960901_A","CA3608212045920160702_C1"
"CA3656511897419960901_A","CA3607712012919930510_C1"
"CA3656511897419960901_A","CA3351511728419970620_C1"
"CA3656511897419960901_A","CA3620811844420130823_C1"
"CA3656511897419960901_A","CA3946112111419991016_C1"
"CA3656511897419960901_A","CA3927012245319841128_C1"
"CA3656511897419960901_A","CA3404911655920050622_C1"
"CA3656511897419960901_A","CA4183412334819870830_C1"
"CA3656511897419960901_A","CA4047812246920120705_C1"
"CA3656511897419960901_A","CA3998112259119840712_C1"
"CA3656511897419960901_A","CA3445211772619840706_C1"
"CA3656511897419960901_A","CA3651711910820050707_C1"
"CA3656511897419960901_A","CA4035512379119900808_C1"
"CA3656511897419960901_A","CA3715011941919920813_C1"
"CA3656511897419960901_A","CA3762512119620040719_C1"
"CA3656511897419960901_A","CA4059912202419941001_C1"
"CA3656511897419960901_A","CA3599211702520060705_C1"
"CA3656512122619990817_A","CA4036812200519980802_C1"
"CA3656512122619990817_A","CA3955112096819870829_C1"
"CA3656512122619990817_A","CA3775211942619880621_C1"
"CA3656512122619990817_A","CA3525911502319940628_C1"
"CA3656512122619990817_A","CA3698911976620080610_C1"
"CA3656512122619990817_A","CA3365811690720100717_C1"
"CA3656512122619990817_A","CA4120212362120091007_C1"
"CA3656512122619990817_A","CA3625712072920000803_C1"
"CA3656512122619990817_A","CA3998112259119840712_C1"
"CA3656512122619990817_A","CA3281011635519890621_C1"
"CA3656512122619990817_A","CA3927012245319841128_C1"
"CA3656512122619990817_A","CA3591911943419920612_C1"
"CA3656512122619990817_A","CA3676311859919900713_C1"
"CA3656512122619990817_A","CA3975012017819870613_C1"
"CA3656512122619990817_A","CA3705711928720061201_C1"
"CA3656512122619990817_A","CA3895812277519870416_C1"
"CA3656512122619990817_A","CA3733112113520060526_C1"
"CA3656512122619990817_A","CA4090212304019870830_C1"
"CA3656512122619990817_A","CA4199712363419870830_C1"
"CA3656512122619990817_A","CA3629712113219970531_C1"
"CA3656911816319890330_A","CA3625811864820161102_C1"
"CA3656911816319890330_A","CA4072112286319940712_C1"
"CA3656911816319890330_A","CA4114112280520140802_C1"
"CA3656911816319890330_A","CA3436111726920070331_C1"
"CA3656911816319890330_A","CA3586312104320090826_C1"
"CA3656911816319890330_A","CA4179312283119870830_C1"
"CA3656911816319890330_A","CA3370611680419940619_C1"
"CA3656911816319890330_A","CA3630012144819930801_C1"
"CA3656911816319890330_A","CA3608212045920160702_C1"
"CA3656911816319890330_A","CA3600911763520050819_C1"
"CA3656911816319890330_A","CA3615912025120061025_C1"
"CA3656911816319890330_A","CA3824712190119890703_C1"
"CA3656911816319890330_A","CA3964512147619990823_C1"
"CA3656911816319890330_A","CA3619712028419960512_C1"
"CA3656911816319890330_A","CA3705511853620020826_C1"
"CA3656911816319890330_A","CA3710712109719990618_C1"
"CA3656911816319890330_A","CA3780411863020060914_C1"
"CA3656911816319890330_A","CA3548112026719930614_C1"
"CA3656911816319890330_A","CA3603411887520080826_C1"
"CA3656911816319890330_A","CA3398611448919860413_C1"
"CA3657311903619890822_A","CA4035812356120150806_C1"
"CA3657311903619890822_A","CA3534111823820120810_C1"
"CA3657311903619890822_A","CA3749712017520120612_C1"
"CA3657311903619890822_A","CA3351711677119931027_C1"
"CA3657311903619890822_A","CA3591911943419920612_C1"
"CA3657311903619890822_A","CA3698511863819880721_C1"
"CA3657311903619890822_A","CA3705711928720061201_C1"
"CA3657311903619890822_A","CA3859811975220150620_C1"
"CA3657311903619890822_A","CA3646712120519940805_C1"
"CA3657311903619890822_A","CA3502311937719961028_C1"
"CA3657311903619890822_A","CA4146112251620020713_C1"
"CA3657311903619890822_A","CA3824712190119890703_C1"
"CA3657311903619890822_A","CA4179312283119870830_C1"
"CA3657311903619890822_A","CA3954212303919870831_C1"
"CA3657311903619890822_A","CA4060612338819870830_C1"
"CA3657311903619890822_A","CA3651711910820050707_C1"
"CA3657311903619890822_A","CA4180412341220070710_C1"
"CA3657311903619890822_A","CA3398611448919860413_C1"
"CA3657311903619890822_A","CA3592211936519930614_C1"
"CA3657311903619890822_A","CA3939212114620100827_C1"
"CA3657512062719960427_A","CA3511212049519881014_C1"
"CA3657512062719960427_A","CA3793312038319840730_C1"
"CA3657512062719960427_A","CA3888612298219911018_C1"
"CA3657512062719960427_A","CA3905312356820080622_C1"
"CA3657512062719960427_A","CA3511611978620100515_C1"
"CA3657512062719960427_A","CA3514011979419960622_C1"
"CA3657512062719960427_A","CA3488112062219890614_C1"
"CA3657512062719960427_A","CA3782011879420030902_C1"
"CA3657512062719960427_A","CA4072112286319940712_C1"
"CA3657512062719960427_A","CA3484512056319930615_C1"
"CA3657512062719960427_A","CA3448712019620040605_C1"
"CA3657512062719960427_A","CA4045612355620150806_C1"
"CA3657512062719960427_A","CA3454212045819981006_C1"
"CA3657512062719960427_A","CA3370611680419940619_C1"
"CA3657512062719960427_A","CA4016812363920150730_C1"
"CA3657512062719960427_A","CA3790512187420130908_C1"
"CA3657512062719960427_A","CA4118412131019900810_C1"
"CA3657512062719960427_A","CA3916212314219960415_C1"
"CA3657512062719960427_A","CA3591911943419920612_C1"
"CA3657512062719960427_A","CA4170412201220090719_C1"
"CA3662312097919850526_A","CA3776911967520120616_C1"
"CA3662312097919850526_A","CA3403511698620090830_C1"
"CA3662312097919850526_A","CA4179312283119870830_C1"
"CA3662312097919850526_A","CA3633511885119880901_C1"
"CA3662312097919850526_A","CA4072312226319900808_C1"
"CA3662312097919850526_A","CA3454212045819981006_C1"
"CA3662312097919850526_A","CA3976112013320030720_C1"
"CA3662312097919850526_A","CA4037112070120060718_C1"
"CA3662312097919850526_A","CA4059212068919850708_C1"
"CA3662312097919850526_A","CA3509311838420050709_C1"
"CA3662312097919850526_A","CA4177812162219990823_C1"
"CA3662312097919850526_A","CA3398611448919860413_C1"
"CA3662312097919850526_A","CA3655211908319901008_C1"
"CA3662312097919850526_A","CA3976912001319850708_C1"
"CA3662312097919850526_A","CA3431911917319871111_C1"
"CA3662312097919850526_A","CA3570811796820100718_C1"
"CA3662312097919850526_A","CA3626912129019840628_C1"
"CA3662312097919850526_A","CA4003612349819900923_C1"
"CA3662312097919850526_A","CA3801412057319960812_C1"
"CA3662312097919850526_A","CA3421511829520050929_C1"
"CA3663112067819960415_A","CA3790211905120100726_C1"
"CA3663112067819960415_A","CA3504012031719860830_C1"
"CA3663112067819960415_A","CA3920712310319951004_C1"
"CA3663112067819960415_A","CA3600012102719870707_C1"
"CA3663112067819960415_A","CA3585712139119850803_C1"
"CA3663112067819960415_A","CA4055412129419981007_C1"
"CA3663112067819960415_A","CA3698611933819890723_C1"
"CA3663112067819960415_A","CA3626012031719840525_C1"
"CA3663112067819960415_A","CA3959712149920040811_C1"
"CA3663112067819960415_A","CA3856111972120100725_C1"
"CA3663112067819960415_A","CA3695911862619850625_C1"
"CA3663112067819960415_A","CA3951912133920150911_C1"
"CA3663112067819960415_A","CA3511212049519881014_C1"
"CA3663112067819960415_A","CA4042012031420010808_C1"
"CA3663112067819960415_A","CA4154812306220140731_C1"
"CA3663112067819960415_A","CA3646712120519940805_C1"
"CA3663112067819960415_A","CA3521211873720160701_C1"
"CA3663112067819960415_A","CA3700411949520160730_C1"
"CA3663112067819960415_A","CA3589912013419840525_C1"
"CA3663112067819960415_A","CA3946112111419991016_C1"
"CA3665912086319860602_A","CA3895812085620160628_C1"
"CA3665912086319860602_A","CA3790211905120100726_C1"
"CA3665912086319860602_A","CA3621511813520030827_C1"
"CA3665912086319860602_A","CA3801412057319960812_C1"
"CA3665912086319860602_A","CA3958112134720080804_C1"
"CA3665912086319860602_A","CA3592511748620050718_C1"
"CA3665912086319860602_A","CA3591911943419920612_C1"
"CA3665912086319860602_A","CA4065712187419880917_C1"
"CA3665912086319860602_A","CA3979312286719900809_C1"
"CA3665912086319860602_A","CA4042012031420010808_C1"
"CA3665912086319860602_A","CA3656911816319890330_C1"
"CA3665912086319860602_A","CA3343911711919920927_C1"
"CA3665912086319860602_A","CA3644511863020141020_C1"
"CA3665912086319860602_A","CA3951712003719940804_C1"
"CA3665912086319860602_A","CA3413411831120070508_C1"
"CA3665912086319860602_A","CA4164312170920061029_C1"
"CA3665912086319860602_A","CA4180412341220070710_C1"
"CA3665912086319860602_A","CA3783112171619980504_C1"
"CA3665912086319860602_A","CA4041112189919980802_C1"
"CA3665912086319860602_A","CA3509311838420050709_C1"
"CA3673911825219850706_A","CA4019412149120080621_C1"
"CA3673911825219850706_A","CA3360811688220040717_C1"
"CA3673911825219850706_A","CA3838211998820030831_C1"
"CA3673911825219850706_A","CA3700411949520160730_C1"
"CA3673911825219850706_A","CA3404911655920050622_C1"
"CA3673911825219850706_A","CA4059212068919850708_C1"
"CA3673911825219850706_A","CA3738011861319950614_C1"
"CA3673911825219850706_A","CA3619712028419960512_C1"
"CA3673911825219850706_A","CA4084612185219920820_C1"
"CA3673911825219850706_A","CA3485611858619840630_C1"
"CA3673911825219850706_A","CA4034312052019850807_C1"
"CA3673911825219850706_A","CA3582111899420100604_C1"
"CA3673911825219850706_A","CA3629712113219970531_C1"
"CA3673911825219850706_A","CA4165512145820110608_C1"
"CA3673911825219850706_A","CA3509311838420050709_C1"
"CA3673911825219850706_A","CA3655211908319901008_C1"
"CA3673911825219850706_A","CA3976912001319850708_C1"
"CA3673911825219850706_A","CA3715011941919920813_C1"
"CA3673911825219850706_A","CA3607412018819840329_C1"
"CA3673911825219850706_A","CA3448712019620040605_C1"
"CA3676311859919900713_A","CA3274911631019920719_C1"
"CA3676311859919900713_A","CA3570811796820100718_C1"
"CA3676311859919900713_A","CA4047812246920120705_C1"
"CA3676311859919900713_A","CA3284911447519890529_C1"
"CA3676311859919900713_A","CA3521211873720160701_C1"
"CA3676311859919900713_A","CA3968312107719870831_C1"
"CA3676311859919900713_A","CA3637912058319850706_C1"
"CA3676311859919900713_A","CA3608212045920160702_C1"
"CA3676311859919900713_A","CA4003612349819900923_C1"
"CA3676311859919900713_A","CA4094212148720090802_C1"
"CA3676311859919900713_A","CA3959712149920040811_C1"
"CA3676311859919900713_A","CA3548112026719930614_C1"
"CA3676311859919900713_A","CA3514011979419960622_C1"
"CA3676311859919900713_A","CA3484512056319930615_C1"
"CA3676311859919900713_A","CA3504111860819900807_C1"
"CA3676311859919900713_A","CA3335911836420070510_C1"
"CA3676311859919900713_A","CA4170412201220090719_C1"
"CA3676311859919900713_A","CA3331611676519890410_C1"
"CA3676311859919900713_A","CA3781011959119870801_C1"
"CA3676311859919900713_A","CA3998112259119840712_C1"
"CA3679011947219990713_A","CA3604211878120070706_C1"
"CA3679011947219990713_A","CA3396111720119960630_C1"
"CA3679011947219990713_A","CA3759312148820090813_C1"
"CA3679011947219990713_A","CA3592511748620050718_C1"
"CA3679011947219990713_A","CA4072112286319940712_C1"
"CA3679011947219990713_A","CA4090212304019870830_C1"
"CA3679011947219990713_A","CA3625811864820161102_C1"
"CA3679011947219990713_A","CA3790512187420130908_C1"
"CA3679011947219990713_A","CA3398411985619990615_C1"
"CA3679011947219990713_A","CA3425211892819851014_C1"
"CA3679011947219990713_A","CA3655011744919840630_C1"
"CA3679011947219990713_A","CA3350011684320040425_C1"
"CA3679011947219990713_A","CA3621211899819880622_C1"
"CA3679011947219990713_A","CA3630012029019870514_C1"
"CA3679011947219990713_A","CA3749212157220030827_C1"
"CA3679011947219990713_A","CA3998912070119900806_C1"
"CA3679011947219990713_A","CA3985012024819960725_C1"
"CA3679011947219990713_A","CA3457511701819960503_C1"
"CA3679011947219990713_A","CA3905312356820080622_C1"
"CA3679011947219990713_A","CA3370611680419940619_C1"
"CA3679111937120080520_A","CA3979312286719900809_C1"
"CA3679111937120080520_A","CA3355611691120120814_C1"
"CA3679111937120080520_A","CA4057212208419860801_C1"
"CA3679111937120080520_A","CA4024312331620110923_C1"
"CA3679111937120080520_A","CA3698911976620080610_C1"
"CA3679111937120080520_A","CA3958112134720080804_C1"
"CA3679111937120080520_A","CA3732211861819980829_C1"
"CA3679111937120080520_A","CA3604211878120070706_C1"
"CA3679111937120080520_A","CA4145612142719990522_C1"
"CA3679111937120080520_A","CA4120212362120091007_C1"
"CA3679111937120080520_A","CA3469811712319930720_C1"
"CA3679111937120080520_A","CA3927012245319841128_C1"
"CA3679111937120080520_A","CA4101212148620070710_C1"
"CA3679111937120080520_A","CA4034312052019850807_C1"
"CA3679111937120080520_A","CA3636912148720020716_C1"
"CA3679111937120080520_A","CA4003612349819900923_C1"
"CA3679111937120080520_A","CA3439011764219940625_C1"
"CA3679111937120080520_A","CA3511611978620100515_C1"
"CA3679111937120080520_A","CA3398611448919860413_C1"
"CA3679111937120080520_A","CA4180412341220070710_C1"
"CA3680411928319860729_A","CA3281011635519890621_C1"
"CA3680411928319860729_A","CA3536411577420110828_C1"
"CA3680411928319860729_A","CA4060612338819870830_C1"
"CA3680411928319860729_A","CA3771612024820000702_C1"
"CA3680411928319860729_A","CA3630012029019870514_C1"
"CA3680411928319860729_A","CA3824712190119890703_C1"
"CA3680411928319860729_A","CA3687712096320030630_C1"
"CA3680411928319860729_A","CA3444211838019951005_C1"
"CA3680411928319860729_A","CA3360011760620020513_C1"
"CA3680411928319860729_A","CA3278611653420070912_C1"
"CA3680411928319860729_A","CA4145612142719990522_C1"
"CA3680411928319860729_A","CA3895812277519870416_C1"
"CA3680411928319860729_A","CA4006312162120080620_C1"
"CA3680411928319860729_A","CA3368011672119990828_C1"
"CA3680411928319860729_A","CA3620811844420130823_C1"
"CA3680411928319860729_A","CA4162412008719990925_C1"
"CA3680411928319860729_A","CA4036812200519980802_C1"
"CA3680411928319860729_A","CA3964512147619990823_C1"
"CA3680411928319860729_A","CA3944512141720130816_C1"
"CA3680411928319860729_A","CA4184912355119870830_C1"
"CA3684611939119870831_A","CA3976112380020080623_C1"
"CA3684611939119870831_A","CA3665912086319860602_C1"
"CA3684611939119870831_A","CA3372911711819960829_C1"
"CA3684611939119870831_A","CA3621211899819880622_C1"
"CA3684611939119870831_A","CA3702812134320090829_C1"
"CA3684611939119870831_A","CA3920712310319951004_C1"
"CA3684611939119870831_A","CA3592211936519930614_C1"
"CA3684611939119870831_A","CA3599412057519850706_C1"
"CA3684611939119870831_A","CA3899912350320080621_C1"
"CA3684611939119870831_A","CA3578311796620100716_C1"
"CA3684611939119870831_A","CA4179312283119870830_C1"
"CA3684611939119870831_A","CA4193012339419870830_C1"
"CA3684611939119870831_A","CA4090212304019870830_C1"
"CA3684611939119870831_A","CA3598411885320070603_C1"
"CA3684611939119870831_A","CA4060612338819870830_C1"
"CA3684611939119870831_A","CA3398611448919860413_C1"
"CA3684611939119870831_A","CA3818712077320010713_C1"
"CA3684611939119870831_A","CA3509311838420050709_C1"
"CA3684611939119870831_A","CA4170012150720030506_C1"
"CA3684611939119870831_A","CA3370611680419940619_C1"
"CA3686512120119920501_A","CA3590412071619940624_C1"
"CA3686512120119920501_A","CA3976112013320030720_C1"
"CA3686512120119920501_A","CA3781011959119870801_C1"
"CA3686512120119920501_A","CA4028412415619900808_C1"
"CA3686512120119920501_A","CA3705711928720061201_C1"
"CA3686512120119920501_A","CA4179312283119870830_C1"
"CA3686512120119920501_A","CA4041112189919980802_C1"
"CA3686512120119920501_A","CA3679011947219990713_C1"
"CA3686512120119920501_A","CA4051412128219970730_C1"
"CA3686512120119920501_A","CA3879412296619880824_C1"
"CA3686512120119920501_A","CA3365811690720100717_C1"
"CA3686512120119920501_A","CA3604211878120070706_C1"
"CA3686512120119920501_A","CA3921812339220080704_C1"
"CA3686512120119920501_A","CA3413411831120070508_C1"
"CA3686512120119920501_A","CA4122712136220140731_C1"
"CA3686512120119920501_A","CA3625712072920000803_C1"
"CA3686512120119920501_A","CA3801412057319960812_C1"
"CA3686512120119920501_A","CA3620811844420130823_C1"
"CA3686512120119920501_A","CA3626912129019840628_C1"
"CA3686512120119920501_A","CA4019412149120080621_C1"
"CA3687712096320030630_A","CA3883512314319880816_C1"
"CA3687712096320030630_A","CA4019412149120080621_C1"
"CA3687712096320030630_A","CA3462911830219860703_C1"
"CA3687712096320030630_A","CA3604211878120070706_C1"
"CA3687712096320030630_A","CA3350011684320040425_C1"
"CA3687712096320030630_A","CA3787811915920150815_C1"
"CA3687712096320030630_A","CA3436111726920070331_C1"
"CA3687712096320030630_A","CA3600012102719870707_C1"
"CA3687712096320030630_A","CA3937012297720080621_C1"
"CA3687712096320030630_A","CA3979312286719900809_C1"
"CA3687712096320030630_A","CA4059212068919850708_C1"
"CA3687712096320030630_A","CA3398411985619990615_C1"
"CA3687712096320030630_A","CA3360811688220040717_C1"
"CA3687712096320030630_A","CA3381411748319980831_C1"
"CA3687712096320030630_A","CA4034312052019850807_C1"
"CA3687712096320030630_A","CA3856111972120100725_C1"
"CA3687712096320030630_A","CA3855212199419890531_C1"
"CA3687712096320030630_A","CA3698611933819890723_C1"
"CA3687712096320030630_A","CA4192312065019840813_C1"
"CA3687712096320030630_A","CA3607412018819840329_C1"
"CA3687811925919980917_A","CA4069812251020080622_C1"
"CA3687811925919980917_A","CA3509311838420050709_C1"
"CA3687811925919980917_A","CA3592012099119920604_C1"
"CA3687811925919980917_A","CA3355611691120120814_C1"
"CA3687811925919980917_A","CA3369211686719940627_C1"
"CA3687811925919980917_A","CA3937012297720080621_C1"
"CA3687811925919980917_A","CA3692411971419970519_C1"
"CA3687811925919980917_A","CA3698911976620080610_C1"
"CA3687811925919980917_A","CA3834912245219960802_C1"
"CA3687811925919980917_A","CA3445211772619840706_C1"
"CA3687811925919980917_A","CA3531111866520030617_C1"
"CA3687811925919980917_A","CA4037712021119860718_C1"
"CA3687811925919980917_A","CA4059212068919850708_C1"
"CA3687811925919980917_A","CA3715011941919920813_C1"
"CA3687811925919980917_A","CA3598411885320070603_C1"
"CA3687811925919980917_A","CA4170012150720030506_C1"
"CA3687811925919980917_A","CA3453012005420160615_C1"
"CA3687811925919980917_A","CA4036812200519980802_C1"
"CA3687811925919980917_A","CA4196012323320120805_C1"
"CA3687811925919980917_A","CA3644511863020141020_C1"
"CA3688312115819840705_A","CA3676311859919900713_C1"
"CA3688312115819840705_A","CA3448712019620040605_C1"
"CA3688312115819840705_A","CA3696412090419960512_C1"
"CA3688312115819840705_A","CA4165512145820110608_C1"
"CA3688312115819840705_A","CA3998112259119840712_C1"
"CA3688312115819840705_A","CA3335711682319880602_C1"
"CA3688312115819840705_A","CA3355611691120120814_C1"
"CA3688312115819840705_A","CA3698911976620080610_C1"
"CA3688312115819840705_A","CA3656911816319890330_C1"
"CA3688312115819840705_A","CA3715812157619850708_C1"
"CA3688312115819840705_A","CA3775211942619880621_C1"
"CA3688312115819840705_A","CA3996312371720060924_C1"
"CA3688312115819840705_A","CA3801412057319960812_C1"
"CA3688312115819840705_A","CA3629712113219970531_C1"
"CA3688312115819840705_A","CA4083712302219870830_C1"
"CA3688312115819840705_A","CA3915612338320080704_C1"
"CA3688312115819840705_A","CA3518011847820030721_C1"
"CA3688312115819840705_A","CA4139712116519870831_C1"
"CA3688312115819840705_A","CA3575211893120110621_C1"
"CA3688312115819840705_A","CA4034212258719900809_C1"
"CA3692411971419970519_A","CA3953112272720030903_C1"
"CA3692411971419970519_A","CA3608212045920160702_C1"
"CA3692411971419970519_A","CA3337111674720120809_C1"
"CA3692411971419970519_A","CA3700411949520160730_C1"
"CA3692411971419970519_A","CA3998112259119840712_C1"
"CA3692411971419970519_A","CA3996312371720060924_C1"
"CA3692411971419970519_A","CA3360811688220040717_C1"
"CA3692411971419970519_A","CA3636112107019890728_C1"
"CA3692411971419970519_A","CA4019412149120080621_C1"
"CA3692411971419970519_A","CA3775211942619880621_C1"
"CA3692411971419970519_A","CA3944512141720130816_C1"
"CA3692411971419970519_A","CA3838211998820030831_C1"
"CA3692411971419970519_A","CA4199712363419870830_C1"
"CA3692411971419970519_A","CA4072112286319940712_C1"
"CA3692411971419970519_A","CA4083712302219870830_C1"
"CA3692411971419970519_A","CA3518512041619860826_C1"
"CA3692411971419970519_A","CA3278611653420070912_C1"
"CA3692411971419970519_A","CA3655011744919840630_C1"
"CA3692411971419970519_A","CA3599412057519850706_C1"
"CA3692411971419970519_A","CA3591911943419920612_C1"
"CA3694211921919870801_A","CA3271711662220060723_C1"
"CA3694211921919870801_A","CA4090212304019870830_C1"
"CA3694211921919870801_A","CA4075212115820020926_C1"
"CA3694211921919870801_A","CA3781011959119870801_C1"
"CA3694211921919870801_A","CA3951912133920150911_C1"
"CA3694211921919870801_A","CA4199712363419870830_C1"
"CA3694211921919870801_A","CA4114112280520140802_C1"
"CA3694211921919870801_A","CA3396111720119960630_C1"
"CA3694211921919870801_A","CA3619712028419960512_C1"
"CA3694211921919870801_A","CA3716011953619880709_C1"
"CA3694211921919870801_A","CA3581011591620050722_C1"
"CA3694211921919870801_A","CA3615912025120061025_C1"
"CA3694211921919870801_A","CA4037112070120060718_C1"
"CA3694211921919870801_A","CA3623312044519870519_C1"
"CA3694211921919870801_A","CA3448712019620040605_C1"
"CA3694211921919870801_A","CA3951712003719940804_C1"
"CA3694211921919870801_A","CA4007812267920080506_C1"
"CA3694211921919870801_A","CA4072112286319940712_C1"
"CA3694211921919870801_A","CA3484512056319930615_C1"
"CA3694211921919870801_A","CA3608212045920160702_C1"
"CA3695911862619850625_A","CA4006312162120080620_C1"
"CA3695911862619850625_A","CA4180412341220070710_C1"
"CA3695911862619850625_A","CA3946112111419991016_C1"
"CA3695911862619850625_A","CA4060612338819870830_C1"
"CA3695911862619850625_A","CA4197112054520070710_C1"
"CA3695911862619850625_A","CA3791711895020010812_C1"
"CA3695911862619850625_A","CA3698911976620080610_C1"
"CA3695911862619850625_A","CA4030412219519990823_C1"
"CA3695911862619850625_A","CA3592211936519930614_C1"
"CA3695911862619850625_A","CA3787811915920150815_C1"
"CA3695911862619850625_A","CA3824712190119890703_C1"
"CA3695911862619850625_A","CA4176412395720150801_C1"
"CA3695911862619850625_A","CA4119812272519870831_C1"
"CA3695911862619850625_A","CA3597112115720150618_C1"
"CA3695911862619850625_A","CA4192312065019840813_C1"
"CA3695911862619850625_A","CA3989212363920080621_C1"
"CA3695911862619850625_A","CA3398411985619990615_C1"
"CA3695911862619850625_A","CA3601111879719850712_C1"
"CA3695911862619850625_A","CA3920712310319951004_C1"
"CA3695911862619850625_A","CA3626012031719840525_C1"
"CA3695911870020010730_A","CA3464911838419890628_C1"
"CA3695911870020010730_A","CA3895812085620160628_C1"
"CA3695911870020010730_A","CA3676311859919900713_C1"
"CA3695911870020010730_A","CA3891612125220080901_C1"
"CA3695911870020010730_A","CA4084612185219920820_C1"
"CA3695911870020010730_A","CA3331611676519890410_C1"
"CA3695911870020010730_A","CA3518512041619860826_C1"
"CA3695911870020010730_A","CA3592211936519930614_C1"
"CA3695911870020010730_A","CA3509311838420050709_C1"
"CA3695911870020010730_A","CA3915612338320080704_C1"
"CA3695911870020010730_A","CA3771612024820000702_C1"
"CA3695911870020010730_A","CA3837612016620120811_C1"
"CA3695911870020010730_A","CA3614911850520120601_C1"
"CA3695911870020010730_A","CA4154812306220140731_C1"
"CA3695911870020010730_A","CA3702812134320090829_C1"
"CA3695911870020010730_A","CA3801412057319960812_C1"
"CA3695911870020010730_A","CA3998112259119840712_C1"
"CA3695911870020010730_A","CA4090212304019870830_C1"
"CA3695911870020010730_A","CA3644111867320021010_C1"
"CA3695911870020010730_A","CA3738011861319950614_C1"
"CA3696412090419960512_A","CA3448712019620040605_C1"
"CA3696412090419960512_A","CA3780411863020060914_C1"
"CA3696412090419960512_A","CA3959712149920040811_C1"
"CA3696412090419960512_A","CA4072112286319940712_C1"
"CA3696412090419960512_A","CA3759312148820090813_C1"
"CA3696412090419960512_A","CA3951912133920150911_C1"
"CA3696412090419960512_A","CA3716011953619880709_C1"
"CA3696412090419960512_A","CA3597112115720150618_C1"
"CA3696412090419960512_A","CA3639412158320150919_C1"
"CA3696412090419960512_A","CA3695911870020010730_C1"
"CA3696412090419960512_A","CA3445211772619840706_C1"
"CA3696412090419960512_A","CA3838211998820030831_C1"
"CA3696412090419960512_A","CA3484512056319930615_C1"
"CA3696412090419960512_A","CA3626012031719840525_C1"
"CA3696412090419960512_A","CA3591911943419920612_C1"
"CA3696412090419960512_A","CA3504012031719860830_C1"
"CA3696412090419960512_A","CA3790211905120100726_C1"
"CA3696412090419960512_A","CA3814611990020030720_C1"
"CA3696412090419960512_A","CA4114112280520140802_C1"
"CA3696412090419960512_A","CA3601111879719850712_C1"
"CA3698511863819880721_A","CA4184912355119870830_C1"
"CA3698511863819880721_A","CA4028412415619900808_C1"
"CA3698511863819880721_A","CA3469811712319930720_C1"
"CA3698511863819880721_A","CA3539611983319840819_C1"
"CA3698511863819880721_A","CA3396111720119960630_C1"
"CA3698511863819880721_A","CA3628511842820070827_C1"
"CA3698511863819880721_A","CA3759312148820090813_C1"
"CA3698511863819880721_A","CA3950412282120030903_C1"
"CA3698511863819880721_A","CA3534111823820120810_C1"
"CA3698511863819880721_A","CA3921812339220080704_C1"
